1, 3
2, 3
3, 3
4, 3
5, 3
6, 3
7, 3
8, 3
9, 3
10, 3
11, 4
12, 4
13, 4
14, 4
15, 4
16, 4
17, 4
18, 4
19, 4
20, 4
21, 14
22, 14
23, 14
24, 14
25, 14
26, 14
27, 14
28, 14
29, 14
30, 14
31, 2
32, 2
33, 2
34, 2
35, 2
36, 2
37, 2
38, 2
39, 2
40, 2
41, 12
42, 12
43, 12
44, 12
45, 12
46, 12
47, 12
48, 12
49, 12
50, 12
51, 15
52, 15
53, 15
54, 15
55, 15
56, 15
57, 15
58, 15
59, 15
60, 15
61, 9
62, 9
63, 9
64, 9
65, 9
66, 9
67, 9
68, 9
69, 9
70, 9
71, 13
72, 13
73, 13
74, 13
75, 13
76, 13
77, 13
78, 13
79, 13
80, 13
81, 7
82, 7
83, 7
84, 7
85, 7
86, 7
87, 7
88, 7
89, 7
90, 7
91, 8
92, 8
93, 8
94, 8
95, 8
96, 8
97, 8
98, 8
99, 8
100, 8
101, 11
102, 11
103, 11
104, 11
105, 11
106, 11
107, 11
108, 11
109, 11
110, 11
111, 5
112, 5
113, 5
114, 5
115, 5
116, 5
117, 5
118, 5
119, 5
120, 5
121, 1
122, 1
123, 1
124, 1
125, 1
126, 1
127, 1
128, 1
129, 1
130, 1
131, 10
132, 10
133, 10
134, 10
135, 10
136, 10
137, 10
138, 10
139, 10
140, 10
141, 6
142, 6
143, 6
144, 6
145, 6
146, 6
147, 6
148, 6
149, 6
150, 6
